what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.LogCatView",1283100456624
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283100474332
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100474972
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1283100474994
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100482789
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100505481
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1283100505504
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100511484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100556059
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1283100556081
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100561602
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1283100573162
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1283100585440
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1283100587812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100661524
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1283100661545
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100677816
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1283100689671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100695087
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1283100695109
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100706212
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100706842
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100708520
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100712635
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100719616
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100719756
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100720915
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100722091
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100723457
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100737763
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100753196
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283100753321
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100755269
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283100755634
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100757160
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100759653
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100763267
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100775249
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100825320
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283100825427
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100826644
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283100827066
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100827816
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100829164
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1283100848459
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1283100850750
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100854305
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100862525
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100894722
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100906604
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1283100906714
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283100908838
opened,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283100920600
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283100920672
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100926221
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100928192
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283100953701
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283100960016
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283100960101
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100981709
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283100988841
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1283100988959
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1283100996152
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101000509
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101013016
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101043512
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101049485
activated,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.LogCatView",1283101084280
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283101092202
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101126429
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101138448
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101151402
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101248917
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101249029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101250494
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283101250645
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283101368082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101372462
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101373978
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101380425
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1283101380461
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101383483
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1283101435081
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1283101435486
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1283101435873
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1283101436541
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1283101437243
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1283101441334
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283101452354
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101465385
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101466343
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283101466504
closed,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283101466504
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283101469289
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283101470702
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101471437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101472952
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283101473086
closed,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283101473087
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283101474663
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283101475462
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283101475462
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283101477445
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283101477665
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283101477774
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101531466
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101531557
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101532019
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101539743
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1283101552769
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1283101553256
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101561166
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101574312
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101609740
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101619167
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1283101622003
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101624222
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101626140
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283101629067
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101631579
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101641630
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101658623
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101660560
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101662244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101668339
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283101824511
opened,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283101834342
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283101834414
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101841274
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101844478
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101848051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101851570
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283101892255
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283101901437
opened,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283101901716
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283101901757
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101903895
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101906040
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101921793
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101922934
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101938577
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101940028
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101943632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101975773
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101987234
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283101992917
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283102004095
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102006672
closed,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102006672
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283102016688
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102059668
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102074641
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102075580
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283102075750
closed,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102075750
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102077632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102081122
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283102081141
opened,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102081428
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102081493
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102100051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102101739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102104875
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102106059
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283102110686
closed,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102110687
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283102111874
opened,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102112149
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102112212
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102113581
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102118424
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102132207
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102133258
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102140677
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102142130
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283102151108
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283102152264
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283102230202
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102232012
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102232093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102234970
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102239185
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102239326
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102240873
activated,view,com.android.ide.eclipse.ddms,0.9.7.v201005071157-36220,"com.android.ide.eclipse.ddms.views.LogCatView",1283102242685
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102255059
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102257244
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102262585
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102276064
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283102276082
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283102296914
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102298041
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102300174
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102322113
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102337502
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102337665
closed,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1283102337665
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102405369
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102435485
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283102435681
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283102458168
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1283102472978
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283102480546
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102481311
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283102482087
closed,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1283102482087
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283102501988
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283102502936
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1283102516665
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1283102544869
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1283102547571
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102596346
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102596511
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102623513
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102623667
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102636323
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102636427
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102654155
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102821860
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102961594
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283102961702
